"","","SUBJECT: SCANDINAVIAN STUDIES (872)","","","","","","",""
"","","TERM:","1186","","","","","",""
"","","","","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","SCANDINAVIAN STUDIES","","","","","","","",""
"DDD","101","LEC","001","1","ONLINE","8","7","0000692771","PEGGY HAGER"
"HDD","102","LEC","001","1","ONLINE","5","5","0000692771","PEGGY HAGER"
"DDD","404","LEC","001","1","ONLINE","8","1","0000692771","PEGGY HAGER"
"HDD","404","LEC","002","1","ONLINE","5","0","0000692771","PEGGY HAGER"
"ZDD","430","LEC","001","1","ONLINE","10","4","0000886751","SCOTT MELLOR"
"DHH","799","IND","006","1","","","1","0003226099","THOMAS DUBOIS"
"DHH","799","IND","007","1","","","1","0003336265","KIRSTEN WOLF"
