"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","8/10/2009"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","11:06:28AM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: LITERATURE IN TRANSLATION (551)","","","","","","","",""
"","","TERM:","1096","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","LITERATURE IN TRANSLATION","","","","","","","","",""
"DHH","360","LEC","001","1","-","21","0003662401","THOMAS ARMBRECHT","",""
"","","","","","","","","","PAGE NUMBER:
1","OF
1"
