"","","SUBJECT: GREEK (CLASSICS) (428)","","","","","","","","","","",""
"","","TERM:","1134","","","","","","","","","",""
"","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","GREEK (CLASSICS)","","","","","","","","","","","",""
"A1","104","LEC","001","1","12:05 - 12:55","M","W R","F","0482 0383","17","15","0005110389","WILLIAM BROCKLISS"
"A1","304","LEC","001","1","12:05 - 12:55","M","W R","F","0482 0383","17","2","0005110389","WILLIAM BROCKLISS"
"A1","306","LEC","001","1","13:20 - 14:10","M","W","F","0482 0578","","16","0005110389","WILLIAM BROCKLISS"
"A1","520","LEC","001","1","11:00 - 12:15","T","R","","0482 0849","","9","0002601941","LAURA MCCLURE"
"A1","699","IND","021","1","-","","","","","","1","0002601941","LAURA MCCLURE"
"A1","699","IND","042","1","-","","","","","","1","0004679250","ALEXANDER DRESSLER"
"A1","699","IND","099","1","-","","","","","","1","0003674862","MARC KLEIJWEGT"
"A1","890","IND","002","1","-","","","","","","1","0002602001","PATRICIA ROSENMEYER"
