"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","10/13/2008"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","8:24:32AM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: MUSIC (660)","","","","","","","",""
"","","TERM:","1092","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","999","IND","091","1","-","3","0002600428","RONALD RADANO","",""
"","","","","","","","","","PAGE NUMBER:
8","OF
8"
