"","","SUBJECT: AGRONOMY (132)","","","","","","","",""
"","","TERM: 1182","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"A1","990","IND","006","1","-","","","1","0005590217","LUCIA GUTIERREZ CHACON"
"A1","990","IND","007","1","-","","","1","0003649814","RANDALL JACKSON"
"A1","990","IND","009","1","-","","","2","0000102516","HEIDI KAEPPLER"
"A1","990","IND","010","1","-","","","3","0000652989","SHAWN KAEPPLER"
"A1","990","IND","011","1","-","","","2","0000553607","CHRISTOPHER KUCHARIK"
"A1","990","IND","016","1","-","","","1","0004197305","MARK RENZ"
"A1","990","IND","018","1","-","","","10","0002600078","WILLIAM TRACY"
"A1","990","IND","020","1","-","","","3","0005626316","VALENTIN PICASSO RISSO"
