"","","SUBJECT: MOLECULAR BIOLOGY (650)","","","","","","","","",""
"","","TERM:","1154","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","MOLECULAR BIOLOGY","","","","","","","","","",""
"A1","682","IND","001","1","-","","","","1","0000852312","ASEEM ANSARI"
"A1","682","IND","006","1","-","","","","1","0000297643","KATHALEEN O'CONNOR-GILES"
"A1","682","IND","007","1","-","","","","1","0002601907","WILLIAM BEMENT"
"A1","686","SEM","001","1","12:05 - 12:55","W","0402 0119","","4","0000953993","KURT AMANN"
"A1","692","IND","002","1","-","","","","1","0000273959","KATHERINE MCMAHON"
"A1","692","IND","003","1","-","","","","1","0000377413","ANJON AUDHYA"
"A1","699","IND","007","1","-","","","","1","0004541664","ALESSANDRO SENES"
