"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","",""
"","","","","","","","","","RUN DATE:","2/27/2015"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","3:56:25PM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: REAL ESTATE AND URBAN LAND ECONOMICS (239)","","","","","","","",""
"","","TERM:","1154","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","799","IND","005","1","-","4","0000632329","TIMOTHY RIDDIOUGH","",""
"","","","","","","","","","PAGE NUMBER:
2","OF
2"
