"","","SUBJECT: COMMUNITY AND ENVIRONMENTAL SOCIOLOGY (864)","","","","","","","","","","",""
"","","TERM:","1156","","","","","","","","","",""
"","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","COMMUNITY AND ENVIRONMENTAL SOCIOLOGY","","","","","","","","","","","",""
"DHH","299","IND","063","1","-","","","","","","1","0002601707","LEANN TIGGES"
"EGG","357","LEC","001","1","10:20 - 11:45","M","T","W R","0046 6112","20","3","0000183713","JANE PILIAVIN"
"ADD","360","LEC","001","1","08:55 - 12:05","M","T","W R","0046 6240","16","4","0004461490","CHAEYOON LIM"
"DHH","699","IND","063","1","-","","","","","","1","0002601707","LEANN TIGGES"
"DHH","990","IND","072","1","-","","","","","","1","0002601742","GARY GREEN"
"DHH","997","SEM","001","1","12:20 - 14:15","","T","","0046 4308","14","0","0003456083","JENNA NOBLES"
"DHH","999","IND","010","1","-","","","","","","1","0000997082","DANIEL KLEINMAN"
