"TERM:  1262","","","","","","","","","","","","","","","","",""
"COLLEGE:  BUS","","","","","","","","","","","","","","","","",""
"SUBJECT:  FINANCE, INVESTMENT AND BANKING (233)","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M","T","W","R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","","ENRN","TOT","",""
"A1","635","LEC","002","1","14:30 - 15:45","","T","","R","","","","0140 2280","","24","0005385357","X / CLARE SULLIVAN"
"A1","640","LEC","001","1","09:30 - 10:45","M","","W","","","","","0140 1210B","","18","0006379242","X / BENJAMIN GUERRERO"
"A1","640","LEC","001","1","09:30 - 10:45","M","","W","","","","","0140 1210B","","18","0000703574","P / BETSI HILL"
"A1","640","LEC","002","1","11:00 - 12:15","M","","W","","","","","0140 1210B","","29","0000703574","P / BETSI HILL"
"A1","645","SEM","001","1","13:00 - 16:00","","","","","F","","","0140 4580","","19","0001623625","P / MIKE EBELING"
"A1","645","SEM","001","1","14:30 - 15:45","","","W","","","","","0140 2335","","19","0006180262","X / JOSH BALDWIN"
"A1","650","LEC","001","1","13:00 - 14:15","","T","","R","","","","0140 1210B","","27","0006026825","P / BRAD CHANDLER"
"HHH","700","LEC","020","1","09:30 - 10:45","M","","W","","","","","0140 2520","","39","0000794570","P / KENNETH KAVAJECZ"
"HHH","700","LEC","021","1","11:00 - 12:15","","","","R","","","","0140 2339","","39","0000794570","P / KENNETH KAVAJECZ"
"IED","700","LEC","050","1","18:15 - 20:55","","","W","","","","","ONLINE","","51","0001635563","P / ADAM SMEDEMA"
"MDD","700","LEC","051","1","18:15 - 20:55","","T","","","","","","ONLINE","","22","0001635563","P / ADAM SMEDEMA"
"A1","720","LEC","060","1","13:00 - 14:15","M","","W","","","","","0140 2339","","18","0006175508","P / SEBASTIEN PLANTE"
"A1","725","LEC","060","1","11:00 - 12:15","M","","W","","","","","0140 1185","","10","0004624440","P / ERWAN QUINTIN"
"AED","725","LEC","050","1","08:00 - 16:30","","","","","","S","","0140 2510","","47","0006317828","P / ILHAN DEMIRALP"
"A1","730","LEC","060","1","-","","","","","","","","ONLINE","","9","0001635563","P / ADAM SMEDEMA"
"A1","740","LEC","001","1","14:30 - 15:45","M","","W","","","","","0140 1210B","","23","0004624440","P / ERWAN QUINTIN"
"A1","760","LEC","001","1","16:00 - 17:15","","","","R","","","","0140 2210U","","16","0006644313","P / ANDREA SORENSON"
"A1","835","LAB","001","1","13:30 - 16:00","","","","","F","","","0140 4349","","8","0000572787","P / R. J. NEW"
"A1","835","LAB","002","1","09:00 - 12:15","","T","","R","","","","0140 4349","","7","0000703574","P / BETSI HILL"
"A1","835","LAB","003","1","09:00 - 12:15","","T","","R","","","","0140 4349","","7","0000655582","P / MARK FEDENIA"
"A1","850","LEC","001","1","13:00 - 16:00","","","","R","","","","0140 3325","11","11","0000686324","P / BARB BOLENS"
"A1","920","LEC","001","1","16:00 - 18:30","","T","","","","","","0140 2210U","","7","0006087768","X / LEITAO FU"
"A1","920","LEC","001","1","09:30 - 11:00","","","","","","S","","0140 3560","","7","0006400008","P / HENGJIE AI"
"A1","973","LEC","001","1","11:15 - 12:30","","","","","F","","","0140 2335","","3","0006175508","P / SEBASTIEN PLANTE"
"A1","990","IND","121","1","-","","","","","","","","","","3","0004946885","P / DEAN CORBAE"
"A1","999","IND","121","1","-","","","","","","","","","","1","0004946885","P / DEAN CORBAE"
