"SUBJECT:  OPERATIONS AND TECHNOLOGY MANAGEMENT (238)","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","COMB 
ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M","T","W","R","F","S","X","FACILITY","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","","ENRN
TOT","",""
"A1","452","LEC","002","1","14:30 - 15:45","M","","W","","","","","0140 1280","21","0006400411","P / PETER COMMONS"
"A1","453","LEC","001","1","09:30 - 10:45","","T","","R","","","","0140 2210R","27","0000261439","P / GREG DECROIX"
"A1","453","LEC","002","1","11:00 - 12:15","","T","","R","","","","0140 2210R","35","0000261439","P / GREG DECROIX"
"A1","632","LEC","001","5","09:30 - 10:45","","T","","R","","","","0048 B239","22
0","0004794320","P / DAVID KEATING"
"A1","632","LEC","002","5","13:20 - 14:10","M","","W","","F","","","0048 B239","10
0","0005110390","P / SEBASTIEN ROCH"
"A1","632","LEC","003","5","13:00 - 14:15","","T","","R","","","","0048 B337","28
0","0004794320","P / DAVID KEATING"
"A1","701","LEC","001","1","14:30 - 15:45","","T","","R","","","","0140 3335","47","0006400411","P / PETER COMMONS"
"A1","702","LEC","001","1","17:30 - 20:00","","T","","","","","","0140 3335","4","0006489216","P / ALLEN LI"
"A1","714","LEC","001","1","13:00 - 14:15","","T","","R","","","","0140 2339","33","0000261439","P / GREG DECROIX"
"A1","724","LEC","001","2","14:30 - 15:45","M","","W","","","","","0140 3070","44
27","0005074772","X / JANE SCOTT"
"A1","724","LEC","001","2","14:30 - 15:45","M","","W","","","","","0140 3070","44
27","0000820985","P / TIM BUHL"
"A1","727","LEC","001","2","16:00 - 17:15","","T","","R","","","","0140 2520","49
33","0000481125","P / PETER LUKSZYS"
"AKJ","732","LEC","020","1","09:30 - 10:45","","T","","R","","","","0140 2335","36","0002600912","P / DON HAUSCH"
"AKJ","732","LEC","021","1","11:00 - 12:15","","T","","R","","","","0140 2335","35","0002600912","P / DON HAUSCH"
"BED","732","LEC","050","1","18:15 - 20:55","","","W","","","","","ONLINE","63","0002600912","P / DON HAUSCH"
"KED","732","LEC","051","1","18:15 - 20:55","","","W","","","","","ONLINE","40","0002600912","P / DON HAUSCH"
"BED","752","LEC","051","1","08:00 - 16:00","","","","","","","N","0140 2339","41","0006400411","P / PETER COMMONS"
"KED","752","LEC","050","1","08:00 - 16:30","","","","","","S","","0140 2520","63","0006400411","P / PETER COMMONS"
"A1","758","LEC","001","1","13:00 - 14:15","","T","","R","","","","0140 3070","38","0006175504","P / JIRS MEURIS"
"NCC","760","LEC","050","1","18:15 - 20:55","","","W","","","","","ONLINE","48","0001621851","P / GIUSTINA PARISI"
"XCB","765","LEC","040","1","08:30 - 16:30","","","","","F","","","0140 2510","16","0000261439","P / GREG DECROIX"
"A1","799","IND","149","1","-","","","","","","","","","1","0000651519","P / STEVE BOEDER"
"A1","999","IND","036","1","-","","","","","","","","","1","0005277708","P / BOB BATT"
"A1","999","IND","139","1","-","","","","","","","","","1","0003357394","P / SUNG KIM"
"A1","999","IND","144","1","-","","","","","","","","","1","0006489216","P / ALLEN LI"
