"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","","RUN DATE:","8/13/2012"
"","","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","","RUN TIME:","11:10:59AM"
"","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: LITERATURE IN TRANSLATION (551)","","","","","","","","",""
"","","TERM:","1126","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","LITERATURE IN TRANSLATION","","","","","","","","","",""
"DHH","360","LEC","001","1","-","ONLINE","23","0004193311","KRISTIN PHILLIPS COURT","",""
"","","","","","","","","","PAGE NUMBER:","1","OF
1"
