"","","SUBJECT: LATIN (CLASSICS) (524)","","","","","","","","","","",""
"","","TERM:","1126","","","","","","","","","",""
"","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","LATIN (CLASSICS)","","","","","","","","","","","",""
"DDD","103","LEC","001","1","08:45 - 11:45","M","T","R","0482 0144","18","12","0002601318","JAMES MCKEOWN"
"HDD","104","LEC","001","1","08:45 - 11:45","M","T","R","0482 0482","11","6","0002601318","JAMES MCKEOWN"
"DDD","391","LEC","001","1","08:45 - 11:45","M","T","R","0482 0144","18","6","0002601318","JAMES MCKEOWN"
"HDD","392","LEC","001","1","08:45 - 11:45","M","T","R","0482 0482","11","5","0002601318","JAMES MCKEOWN"
"DHH","699","IND","014","1","-","","","","","","1","0002601318","JAMES MCKEOWN"
"DHH","699","IND","042","1","-","","","","","","1","0004679250","ALEXANDER DRESSLER"
