"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","","10/9/2009"
"","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","","3:56:50PM"
"","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: COMPARATIVE LITERATURE (260)","","","","","","","","",""
"","","TERM:","1102","","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","","",""
"A1","990","IND","003","1","-","3","0002602111","MARY LAYOUN","","",""
"A1","990","IND","012","1","-","2","0003357721","CHRISTOPHER LIVANOS","","",""
"A1","999","IND","003","1","-","1","0002602111","MARY LAYOUN","","",""
"A1","999","IND","008","1","-","1","0003214633","MAX STATKIEWICZ","","",""
"","","","","","","","","PAGE NUMBER:","2","OF","2"
